"ms_ensemblID","ms_ensemblID_version","ms_symbol","hu_ensemblID","hu_symbol","hu_ensemblID_version","date"
"ENSMUSG00000041215","ENSMUSG00000041215.17","Yeats2","ENSG00000163872","YEATS2","ENSG00000163872.16",2024-08-25
"ENSMUSG00000119403","ENSMUSG00000119403.1","Gm22265","ENSG00000201801","RNU5E-4P","ENSG00000201801.1",2024-08-25
"ENSMUSG00000055013","ENSMUSG00000055013.17","Agap1","ENSG00000157985","AGAP1","ENSG00000157985.20",2024-08-25
"ENSMUSG00000015342","ENSMUSG00000015342.7","Xk","ENSG00000047597","XK","ENSG00000047597.7",2024-08-25
"ENSMUSG00000042148","ENSMUSG00000042148.9","Cox10","ENSG00000006695","COX10","ENSG00000006695.12",2024-08-25
"ENSMUSG00000015340","ENSMUSG00000015340.11","Cybb","ENSG00000165168","CYBB","ENSG00000165168.9",2024-08-25
"ENSMUSG00000066058","ENSMUSG00000066058.12","Cldn19","ENSG00000164007","CLDN19","ENSG00000164007.11",2024-08-25
"ENSMUSG00000024958","ENSMUSG00000024958.15","Gpr137","ENSG00000173264","GPR137","ENSG00000173264.16",2024-08-25
"ENSMUSG00000029591","ENSMUSG00000029591.15","Ung","ENSG00000076248","UNG","ENSG00000076248.12",2024-08-25
"ENSMUSG00000051768","ENSMUSG00000051768.10","Xrcc1","ENSG00000073050","XRCC1","ENSG00000073050.12",2024-08-25
"ENSMUSG00000044444","ENSMUSG00000044444.7","Pfn3","ENSG00000196570","PFN3","ENSG00000196570.3",2024-08-25
"ENSMUSG00000021492","ENSMUSG00000021492.16","F12","ENSG00000131187","F12","ENSG00000131187.11",2024-08-25
"ENSMUSG00000023156","ENSMUSG00000023156.5","Rpp14","ENSG00000255154","HTD2","ENSG00000255154.9",2024-08-25
"ENSMUSG00000028639","ENSMUSG00000028639.15","Ybx1","ENSG00000065978","YBX1","ENSG00000065978.19",2024-08-25
"ENSMUSG00000025277","ENSMUSG00000025277.15","Abhd6","ENSG00000163686","ABHD6","ENSG00000163686.15",2024-08-25
"ENSMUSG00000023990","ENSMUSG00000023990.19","Tfeb","ENSG00000112561","TFEB","ENSG00000112561.19",2024-08-25
"ENSMUSG00000074886","ENSMUSG00000074886.12","Grk6","ENSG00000198055","GRK6","ENSG00000198055.11",2024-08-25
"ENSMUSG00000031297","ENSMUSG00000031297.15","Slc7a3","ENSG00000165349","SLC7A3","ENSG00000165349.12",2024-08-25
"ENSMUSG00000017344","ENSMUSG00000017344.5","Vtn","ENSG00000109072","VTN","ENSG00000109072.14",2024-08-25
"ENSMUSG00000026586","ENSMUSG00000026586.17","Prrx1","ENSG00000116132","PRRX1","ENSG00000116132.12",2024-08-25
"ENSMUSG00000072825","ENSMUSG00000072825.13","Cep170b","ENSG00000099814","CEP170B","ENSG00000099814.17",2024-08-25
"ENSMUSG00000025279","ENSMUSG00000025279.8","Dnase1l3","ENSG00000163687","DNASE1L3","ENSG00000163687.14",2024-08-25
"ENSMUSG00000047759","ENSMUSG00000047759.7","Hs3st3a1","ENSG00000153976","HS3ST3A1","ENSG00000153976.3",2024-08-25
"ENSMUSG00000010841","ENSMUSG00000010841.14","Cfap97d1","ENSG00000231256","CFAP97D1","ENSG00000231256.8",2024-08-25
"ENSMUSG00000029272","ENSMUSG00000029272.9","Sult1e1","ENSG00000109193","SULT1E1","ENSG00000109193.12",2024-08-25
"ENSMUSG00000036278","ENSMUSG00000036278.8","Macrod1","ENSG00000133315","MACROD1","ENSG00000133315.12",2024-08-25
"ENSMUSG00000025278","ENSMUSG00000025278.10","Flnb","ENSG00000136068","FLNB","ENSG00000136068.16",2024-08-25
"ENSMUSG00000038797","ENSMUSG00000038797.14","Zscan2","ENSG00000176371","ZSCAN2","ENSG00000176371.14",2024-08-25
"ENSMUSG00000034486","ENSMUSG00000034486.9","Gbx2","ENSG00000168505","GBX2","ENSG00000168505.7",2024-08-25
"ENSMUSG00000042453","ENSMUSG00000042453.15","Reln","ENSG00000189056","RELN","ENSG00000189056.15",2024-08-25
"ENSMUSG00000001103","ENSMUSG00000001103.8","Sebox","ENSG00000274529","SEBOX","ENSG00000274529.6",2024-08-25
"ENSMUSG00000016262","ENSMUSG00000016262.15","Sertad4","ENSG00000082497","SERTAD4","ENSG00000082497.12",2024-08-25
"ENSMUSG00000047787","ENSMUSG00000047787.9","Flrt1","ENSG00000126500","FLRT1","ENSG00000126500.4",2024-08-25
"ENSMUSG00000066721","ENSMUSG00000066721.4","Zfp575","ENSG00000176472","ZNF575","ENSG00000176472.11",2024-08-25
"ENSMUSG00000051232","ENSMUSG00000051232.14","Tmem199","ENSG00000244045","TMEM199","ENSG00000244045.13",2024-08-25
"ENSMUSG00000024767","ENSMUSG00000024767.12","Otub1","ENSG00000167770","OTUB1","ENSG00000167770.13",2024-08-25
"ENSMUSG00000046032","ENSMUSG00000046032.17","Snx12","ENSG00000147164","SNX12","ENSG00000147164.12",2024-08-25
"ENSMUSG00000040124","ENSMUSG00000040124.6","Gorab","ENSG00000120370","GORAB","ENSG00000120370.14",2024-08-25
"ENSMUSG00000029771","ENSMUSG00000029771.13","Irf5","ENSG00000128604","IRF5","ENSG00000128604.21",2024-08-25
"ENSMUSG00000064254","ENSMUSG00000064254.7","Ethe1","ENSG00000105755","ETHE1","ENSG00000105755.8",2024-08-25
"ENSMUSG00000035885","ENSMUSG00000035885.6","Cox8a","ENSG00000176340","COX8A","ENSG00000176340.4",2024-08-25
"ENSMUSG00000047473","ENSMUSG00000047473.15","Zfp30","ENSG00000120784","ZFP30","ENSG00000120784.17",2024-08-25
"ENSMUSG00000025377","ENSMUSG00000025377.15","Tepsin","ENSG00000167302","TEPSIN","ENSG00000167302.11",2024-08-25
"ENSMUSG00000024764","ENSMUSG00000024764.11","Naa40","ENSG00000110583","NAA40","ENSG00000110583.13",2024-08-25
"ENSMUSG00000040113","ENSMUSG00000040113.15","Ntmt2","ENSG00000203740","NTMT2","ENSG00000203740.4",2024-08-25
"ENSMUSG00000032246","ENSMUSG00000032246.15","Calml4","ENSG00000129007","CALML4","ENSG00000129007.16",2024-08-25
"ENSMUSG00000067081","ENSMUSG00000067081.14","Asb18","ENSG00000182177","ASB18","ENSG00000182177.15",2024-08-25
"ENSMUSG00000088114","ENSMUSG00000088114.3","Gm24061","ENSG00000207249","SNORA72","ENSG00000207249.1",2024-08-25
"ENSMUSG00000074277","ENSMUSG00000074277.5","Phldb3","ENSG00000176531","PHLDB3","ENSG00000176531.11",2024-08-25
"ENSMUSG00000042903","ENSMUSG00000042903.9","Foxo4","ENSG00000184481","FOXO4","ENSG00000184481.17",2024-08-25
"ENSMUSG00000090141","ENSMUSG00000090141.2","Gm614","ENSG00000204165","CXorf65","ENSG00000204165.6",2024-08-25
"ENSMUSG00000024968","ENSMUSG00000024968.15","Rcor2","ENSG00000167771","RCOR2","ENSG00000167771.6",2024-08-25
"ENSMUSG00000031304","ENSMUSG00000031304.19","Il2rg","ENSG00000147168","IL2RG","ENSG00000147168.14",2024-08-25
"ENSMUSG00000030231","ENSMUSG00000030231.12","Plekha5","ENSG00000052126","PLEKHA5","ENSG00000052126.17",2024-08-25
"ENSMUSG00000042672","ENSMUSG00000042672.16","Dcst1","ENSG00000163357","DCST1","ENSG00000163357.11",2024-08-25
"ENSMUSG00000026782","ENSMUSG00000026782.16","Abi2","ENSG00000138443","ABI2","ENSG00000138443.17",2024-08-25
"ENSMUSG00000044477","ENSMUSG00000044477.13","Zfand3","ENSG00000156639","ZFAND3","ENSG00000156639.12",2024-08-25
"ENSMUSG00000032555","ENSMUSG00000032555.11","Topbp1","ENSG00000163781","TOPBP1","ENSG00000163781.14",2024-08-25
"ENSMUSG00000096546","ENSMUSG00000096546.3","Smlr1","ENSG00000256162","SMLR1","ENSG00000256162.2",2024-08-25
"ENSMUSG00000057454","ENSMUSG00000057454.6","Lypd3","ENSG00000124466","LYPD3","ENSG00000124466.9",2024-08-25
"ENSMUSG00000079487","ENSMUSG00000079487.12","Med12","ENSG00000184634","MED12","ENSG00000184634.17",2024-08-25
"ENSMUSG00000078572","ENSMUSG00000078572.4","Ndufaf8","ENSG00000224877","NDUFAF8","ENSG00000224877.4",2024-08-25
"ENSMUSG00000049420","ENSMUSG00000049420.10","Tmem200a","ENSG00000164484","TMEM200A","ENSG00000164484.12",2024-08-25
"ENSMUSG00000001100","ENSMUSG00000001100.11","Poldip2","ENSG00000004142","POLDIP2","ENSG00000004142.12",2024-08-25
"ENSMUSG00000051354","ENSMUSG00000051354.15","Samd3","ENSG00000164483","SAMD3","ENSG00000164483.17",2024-08-25
"ENSMUSG00000109293","ENSMUSG00000109293.2","Dcst2","ENSG00000163354","DCST2","ENSG00000163354.15",2024-08-25
"ENSMUSG00000024969","ENSMUSG00000024969.17","Mark2","ENSG00000072518","MARK2","ENSG00000072518.23",2024-08-25
"ENSMUSG00000032717","ENSMUSG00000032717.15","Mdfi","ENSG00000112559","MDFI","ENSG00000112559.15",2024-08-25
"ENSMUSG00000028042","ENSMUSG00000028042.16","Zbtb7b","ENSG00000160685","ZBTB7B","ENSG00000160685.14",2024-08-25
"ENSMUSG00000058402","ENSMUSG00000058402.15","Zfp420","ENSG00000182903","ZNF721","ENSG00000182903.16",2024-08-25
"ENSMUSG00000020659","ENSMUSG00000020659.18","Cbll1","ENSG00000105879","CBLL1","ENSG00000105879.13",2024-08-25
"ENSMUSG00000062773","ENSMUSG00000062773.7","Tex101","ENSG00000131126","TEX101","ENSG00000131126.19",2024-08-25
"ENSMUSG00000041205","ENSMUSG00000041205.9","Map6d1","ENSG00000180834","MAP6D1","ENSG00000180834.8",2024-08-25
"ENSMUSG00000034544","ENSMUSG00000034544.18","Rsrc1","ENSG00000174891","RSRC1","ENSG00000174891.14",2024-08-25
"ENSMUSG00000033918","ENSMUSG00000033918.17","Parl","ENSG00000175193","PARL","ENSG00000175193.14",2024-08-25
"ENSMUSG00000025722","ENSMUSG00000025722.17","Wdr73","ENSG00000177082","WDR73","ENSG00000177082.13",2024-08-25
"ENSMUSG00000039089","ENSMUSG00000039089.16","L3mbtl3","ENSG00000198945","L3MBTL3","ENSG00000198945.8",2024-08-25
"ENSMUSG00000017615","ENSMUSG00000017615.13","Tnfaip1","ENSG00000109079","TNFAIP1","ENSG00000109079.10",2024-08-25
"ENSMUSG00000028556","ENSMUSG00000028556.16","Dock7","ENSG00000116641","DOCK7","ENSG00000116641.18",2024-08-25
"ENSMUSG00000065027","ENSMUSG00000065027.3","Gm25201","ENSG00000201616","RNU1-91P","ENSG00000201616.1",2024-08-25
"ENSMUSG00000032086","ENSMUSG00000032086.13","Bace1","ENSG00000186318","BACE1","ENSG00000186318.18",2024-08-25
"ENSMUSG00000062202","ENSMUSG00000062202.15","Btbd9","ENSG00000183826","BTBD9","ENSG00000183826.19",2024-08-25
"ENSMUSG00000039765","ENSMUSG00000039765.16","Cc2d2a","ENSG00000048342","CC2D2A","ENSG00000048342.18",2024-08-25
"ENSMUSG00000034761","ENSMUSG00000034761.17","Map4k5","ENSG00000012983","MAP4K5","ENSG00000012983.12",2024-08-25
"ENSMUSG00000054387","ENSMUSG00000054387.14","Mdm4","ENSG00000198625","MDM4","ENSG00000198625.14",2024-08-25
"ENSMUSG00000052373","ENSMUSG00000052373.15","Mpp3","ENSG00000161647","MPP3","ENSG00000161647.19",2024-08-25
"ENSMUSG00000022822","ENSMUSG00000022822.18","Abcc5","ENSG00000114770","ABCC5","ENSG00000114770.17",2024-08-25
"ENSMUSG00000031585","ENSMUSG00000031585.14","Gtf2e2","ENSG00000197265","GTF2E2","ENSG00000197265.9",2024-08-25
"ENSMUSG00000033256","ENSMUSG00000033256.15","Shf","ENSG00000138606","SHF","ENSG00000138606.20",2024-08-25
"ENSMUSG00000032405","ENSMUSG00000032405.11","Pias1","ENSG00000033800","PIAS1","ENSG00000033800.14",2024-08-25
"ENSMUSG00000099689","ENSMUSG00000099689.7","Zfp383","ENSG00000188283","ZNF383","ENSG00000188283.12",2024-08-25
"ENSMUSG00000025723","ENSMUSG00000025723.13","Nmb","ENSG00000197696","NMB","ENSG00000197696.10",2024-08-25
"ENSMUSG00000059975","ENSMUSG00000059975.16","Zfp74","ENSG00000196437","ZNF569","ENSG00000196437.12",2024-08-25
"ENSMUSG00000094500","ENSMUSG00000094500.3","Smim18","ENSG00000253457","SMIM18","ENSG00000253457.4",2024-08-25
"ENSMUSG00000025810","ENSMUSG00000025810.10","Nrp1","ENSG00000099250","NRP1","ENSG00000099250.18",2024-08-25
"ENSMUSG00000009070","ENSMUSG00000009070.15","Rsph14","ENSG00000100218","RSPH14","ENSG00000100218.12",2024-08-25
"ENSMUSG00000021868","ENSMUSG00000021868.8","Ppif","ENSG00000108179","PPIF","ENSG00000108179.14",2024-08-25
"ENSMUSG00000118764","ENSMUSG00000118764.1","Gm25064","ENSG00000206625","RNU6-1","ENSG00000206625.1",2024-08-25
"ENSMUSG00000032803","ENSMUSG00000032803.16","Cdv3","ENSG00000091527","CDV3","ENSG00000091527.17",2024-08-25
"ENSMUSG00000034686","ENSMUSG00000034686.9","Prr7","ENSG00000131188","PRR7","ENSG00000131188.12",2024-08-25
"ENSMUSG00000030761","ENSMUSG00000030761.17","Myo7a","ENSG00000137474","MYO7A","ENSG00000137474.23",2024-08-25
"ENSMUSG00000012535","ENSMUSG00000012535.15","Tnpo3","ENSG00000064419","TNPO3","ENSG00000064419.14",2024-08-25
"ENSMUSG00000003235","ENSMUSG00000003235.14","Eif2b5","ENSG00000145191","EIF2B5","ENSG00000145191.15",2024-08-25
"ENSMUSG00000034675","ENSMUSG00000034675.18","Dbn1","ENSG00000113758","DBN1","ENSG00000113758.14",2024-08-25
"ENSMUSG00000031586","ENSMUSG00000031586.18","Rbpms","ENSG00000157110","RBPMS","ENSG00000157110.16",2024-08-25
"ENSMUSG00000029012","ENSMUSG00000029012.12","Orc5","ENSG00000164815","ORC5","ENSG00000164815.11",2024-08-25
"ENSMUSG00000055538","ENSMUSG00000055538.8","Zcchc24","ENSG00000165424","ZCCHC24","ENSG00000165424.7",2024-08-25
"ENSMUSG00000078173","ENSMUSG00000078173.4","Lenep","ENSG00000163352","LENEP","ENSG00000163352.6",2024-08-25
"ENSMUSG00000040774","ENSMUSG00000040774.16","Cept1","ENSG00000134255","CEPT1","ENSG00000134255.16",2024-08-25
"ENSMUSG00000021866","ENSMUSG00000021866.16","Anxa11","ENSG00000122359","ANXA11","ENSG00000122359.18",2024-08-25
"ENSMUSG00000061689","ENSMUSG00000061689.16","Dlgap4","ENSG00000080845","DLGAP4","ENSG00000080845.19",2024-08-25
"ENSMUSG00000040009","ENSMUSG00000040009.7","Gnaz","ENSG00000128266","GNAZ","ENSG00000128266.9",2024-08-25
"ENSMUSG00000020175","ENSMUSG00000020175.16","Rab36","ENSG00000100228","RAB36","ENSG00000100228.14",2024-08-25
"ENSMUSG00000001105","ENSMUSG00000001105.16","Ift20","ENSG00000109083","IFT20","ENSG00000109083.14",2024-08-25
"ENSMUSG00000003233","ENSMUSG00000003233.13","Dvl3","ENSG00000161202","DVL3","ENSG00000161202.20",2024-08-25
"ENSMUSG00000024026","ENSMUSG00000024026.14","Glo1","ENSG00000124767","GLO1","ENSG00000124767.7",2024-08-25
"ENSMUSG00000095304","ENSMUSG00000095304.10","Plac9","ENSG00000189129","PLAC9","ENSG00000189129.14",2024-08-25
"ENSMUSG00000072676","ENSMUSG00000072676.13","Tmem254","ENSG00000133678","TMEM254","ENSG00000133678.14",2024-08-25
"ENSMUSG00000119906","ENSMUSG00000119906.1","Gm22887","ENSG00000207331","RNU6-1263P","ENSG00000207331.1",2024-08-25
"ENSMUSG00000048416","ENSMUSG00000048416.16","Mlf1","ENSG00000178053","MLF1","ENSG00000178053.21",2024-08-25
"ENSMUSG00000016200","ENSMUSG00000016200.15","Syt14","ENSG00000143469","SYT14","ENSG00000143469.21",2024-08-25
"ENSMUSG00000044017","ENSMUSG00000044017.17","Adgrd1","ENSG00000111452","ADGRD1","ENSG00000111452.13",2024-08-25
"ENSMUSG00000021098","ENSMUSG00000021098.16","4930447C04Rik","ENSG00000179008","C14orf39","ENSG00000179008.9",2024-08-25
"ENSMUSG00000022245","ENSMUSG00000022245.16","Skor1","ENSG00000188779","SKOR1","ENSG00000188779.12",2024-08-25
"ENSMUSG00000048502","ENSMUSG00000048502.15","Duxbl1","ENSG00000260596","DUX4","ENSG00000260596.5",2024-08-25
"ENSMUSG00000036545","ENSMUSG00000036545.10","Adamts2","ENSG00000087116","ADAMTS2","ENSG00000087116.17",2024-08-25
"ENSMUSG00000022841","ENSMUSG00000022841.16","Ap2m1","ENSG00000161203","AP2M1","ENSG00000161203.14",2024-08-25
"ENSMUSG00000042642","ENSMUSG00000042642.14","Flad1","ENSG00000160688","FLAD1","ENSG00000160688.19",2024-08-25
"ENSMUSG00000009681","ENSMUSG00000009681.11","Bcr","ENSG00000186716","BCR","ENSG00000186716.21",2024-08-25
"ENSMUSG00000026301","ENSMUSG00000026301.17","Iqca","ENSG00000132321","IQCA1","ENSG00000132321.17",2024-08-25
"ENSMUSG00000021870","ENSMUSG00000021870.18","Slmap","ENSG00000163681","SLMAP","ENSG00000163681.17",2024-08-25
"ENSMUSG00000020964","ENSMUSG00000020964.16","Sel1l","ENSG00000071537","SEL1L","ENSG00000071537.14",2024-08-25
"ENSMUSG00000033826","ENSMUSG00000033826.11","Dnah8","ENSG00000124721","DNAH8","ENSG00000124721.18",2024-08-25
"ENSMUSG00000031516","ENSMUSG00000031516.12","Dctn6","ENSG00000104671","DCTN6","ENSG00000104671.8",2024-08-25
"ENSMUSG00000001763","ENSMUSG00000001763.15","Tspan33","ENSG00000158457","TSPAN33","ENSG00000158457.6",2024-08-25
"ENSMUSG00000037278","ENSMUSG00000037278.10","Tmem97","ENSG00000109084","TMEM97","ENSG00000109084.14",2024-08-25
"ENSMUSG00000032556","ENSMUSG00000032556.12","Bfsp2","ENSG00000170819","BFSP2","ENSG00000170819.5",2024-08-25
"ENSMUSG00000028044","ENSMUSG00000028044.7","Cks1b","ENSG00000173207","CKS1B","ENSG00000173207.13",2024-08-25
"ENSMUSG00000044807","ENSMUSG00000044807.14","Zfp354c","ENSG00000177932","ZNF354C","ENSG00000177932.7",2024-08-25
"ENSMUSG00000044337","ENSMUSG00000044337.6","Ackr3","ENSG00000144476","ACKR3","ENSG00000144476.6",2024-08-25
"ENSMUSG00000027774","ENSMUSG00000027774.17","Gfm1","ENSG00000168827","GFM1","ENSG00000168827.15",2024-08-25
"ENSMUSG00000026014","ENSMUSG00000026014.16","Raph1","ENSG00000173166","RAPH1","ENSG00000173166.18",2024-08-25
"ENSMUSG00000017376","ENSMUSG00000017376.16","Nlk","ENSG00000087095","NLK","ENSG00000087095.13",2024-08-25
"ENSMUSG00000021493","ENSMUSG00000021493.16","Pdlim7","ENSG00000196923","PDLIM7","ENSG00000196923.14",2024-08-25
"ENSMUSG00000058444","ENSMUSG00000058444.9","Map2k5","ENSG00000137764","MAP2K5","ENSG00000137764.20",2024-08-25
"ENSMUSG00000033444","ENSMUSG00000033444.15","Specc1l","ENSG00000100014","SPECC1L","ENSG00000100014.20",2024-08-25
"ENSMUSG00000001761","ENSMUSG00000001761.8","Smo","ENSG00000128602","SMO","ENSG00000128602.11",2024-08-25
"ENSMUSG00000042010","ENSMUSG00000042010.17","Acacb","ENSG00000076555","ACACB","ENSG00000076555.16",2024-08-25
"ENSMUSG00000044296","ENSMUSG00000044296.11","Zfp879","ENSG00000234284","ZNF879","ENSG00000234284.7",2024-08-25
"ENSMUSG00000047557","ENSMUSG00000047557.3","Lxn","ENSG00000079257","LXN","ENSG00000079257.8",2024-08-25
"ENSMUSG00000031302","ENSMUSG00000031302.17","Nlgn3","ENSG00000196338","NLGN3","ENSG00000196338.15",2024-08-25
"ENSMUSG00000049489","ENSMUSG00000049489.6","Ccnq","ENSG00000262919","CCNQ","ENSG00000262919.8",2024-08-25
"ENSMUSG00000026447","ENSMUSG00000026447.18","Pik3c2b","ENSG00000133056","PIK3C2B","ENSG00000133056.14",2024-08-25
"ENSMUSG00000049404","ENSMUSG00000049404.8","Rarres1","ENSG00000118849","RARRES1","ENSG00000118849.10",2024-08-25
"ENSMUSG00000072640","ENSMUSG00000072640.12","Lyrm9","ENSG00000232859","LYRM9","ENSG00000232859.10",2024-08-25
"ENSMUSG00000071113","ENSMUSG00000071113.5","Mboat4","ENSG00000177669","MBOAT4","ENSG00000177669.4",2024-08-25
"ENSMUSG00000003234","ENSMUSG00000003234.17","Abcf3","ENSG00000161204","ABCF3","ENSG00000161204.12",2024-08-25
"ENSMUSG00000031513","ENSMUSG00000031513.9","Leprotl1","ENSG00000104660","LEPROTL1","ENSG00000104660.19",2024-08-25
"ENSMUSG00000074182","ENSMUSG00000074182.9","Znhit6","ENSG00000117174","ZNHIT6","ENSG00000117174.11",2024-08-25
"ENSMUSG00000000617","ENSMUSG00000000617.15","Grm6","ENSG00000113262","GRM6","ENSG00000113262.16",2024-08-25
"ENSMUSG00000031532","ENSMUSG00000031532.8","Saraf","ENSG00000133872","SARAF","ENSG00000133872.14",2024-08-25
"ENSMUSG00000047797","ENSMUSG00000047797.15","Gjb1","ENSG00000169562","GJB1","ENSG00000169562.13",2024-08-25
"ENSMUSG00000032403","ENSMUSG00000032403.9","2300009A05Rik","ENSG00000189227","C15orf61","ENSG00000189227.6",2024-08-25
"ENSMUSG00000031310","ENSMUSG00000031310.17","Zmym3","ENSG00000147130","ZMYM3","ENSG00000147130.14",2024-08-25
"ENSMUSG00000042757","ENSMUSG00000042757.17","Tmem108","ENSG00000144868","TMEM108","ENSG00000144868.14",2024-08-25
"ENSMUSG00000046794","ENSMUSG00000046794.10","Ppp1r3b","ENSG00000173281","PPP1R3B","ENSG00000173281.5",2024-08-25
"ENSMUSG00000017309","ENSMUSG00000017309.12","Cd300lg","ENSG00000161649","CD300LG","ENSG00000161649.14",2024-08-25
"ENSMUSG00000067818","ENSMUSG00000067818.7","Myl9","ENSG00000101335","MYL9","ENSG00000101335.10",2024-08-25
"ENSMUSG00000046062","ENSMUSG00000046062.6","Ppp1r15b","ENSG00000158615","PPP1R15B","ENSG00000158615.10",2024-08-25
"ENSMUSG00000031527","ENSMUSG00000031527.8","Eri1","ENSG00000104626","ERI1","ENSG00000104626.15",2024-08-25
"ENSMUSG00000041741","ENSMUSG00000041741.11","Pde3a","ENSG00000172572","PDE3A","ENSG00000172572.7",2024-08-25
"ENSMUSG00000020178","ENSMUSG00000020178.7","Adora2a","ENSG00000128271","ADORA2A","ENSG00000128271.22",2024-08-25
"ENSMUSG00000026012","ENSMUSG00000026012.3","Cd28","ENSG00000178562","CD28","ENSG00000178562.18",2024-08-25
"ENSMUSG00000070056","ENSMUSG00000070056.7","Mfhas1","ENSG00000147324","MFHAS1","ENSG00000147324.11",2024-08-25
"ENSMUSG00000033416","ENSMUSG00000033416.16","Gucd1","ENSG00000138867","GUCD1","ENSG00000138867.17",2024-08-25
"ENSMUSG00000026585","ENSMUSG00000026585.14","Kifap3","ENSG00000075945","KIFAP3","ENSG00000075945.13",2024-08-25
"ENSMUSG00000057230","ENSMUSG00000057230.15","Aak1","ENSG00000115977","AAK1","ENSG00000115977.21",2024-08-25
"ENSMUSG00000055976","ENSMUSG00000055976.7","Cldn23","ENSG00000253958","CLDN23","ENSG00000253958.2",2024-08-25
"ENSMUSG00000050271","ENSMUSG00000050271.13","Prag1","ENSG00000275342","PRAG1","ENSG00000275342.6",2024-08-25
"ENSMUSG00000042002","ENSMUSG00000042002.12","Foxn4","ENSG00000139445","FOXN4","ENSG00000139445.18",2024-08-25
"ENSMUSG00000027775","ENSMUSG00000027775.10","Mfsd1","ENSG00000118855","MFSD1","ENSG00000118855.21",2024-08-25
"ENSMUSG00000039633","ENSMUSG00000039633.8","Lonrf1","ENSG00000154359","LONRF1","ENSG00000154359.13",2024-08-25
"ENSMUSG00000106379","ENSMUSG00000106379.2","Lhfpl3","ENSG00000187416","LHFPL3","ENSG00000187416.13",2024-08-25
"ENSMUSG00000042790","ENSMUSG00000042790.17","Rnf214","ENSG00000167257","RNF214","ENSG00000167257.11",2024-08-25
"ENSMUSG00000046613","ENSMUSG00000046613.20","Vwa5b2","ENSG00000145198","VWA5B2","ENSG00000145198.15",2024-08-25
"ENSMUSG00000039620","ENSMUSG00000039620.18","Trmt9b","ENSG00000250305","TRMT9B","ENSG00000250305.9",2024-08-25
"ENSMUSG00000070702","ENSMUSG00000070702.10","Csn1s1","ENSG00000126545","CSN1S1","ENSG00000126545.14",2024-08-25
"ENSMUSG00000062175","ENSMUSG00000062175.14","Tgif2","ENSG00000118707","TGIF2","ENSG00000118707.11",2024-08-25
"ENSMUSG00000035711","ENSMUSG00000035711.6","Dok3","ENSG00000146094","DOK3","ENSG00000146094.16",2024-08-25
"ENSMUSG00000033427","ENSMUSG00000033427.15","Upb1","ENSG00000100024","UPB1","ENSG00000100024.15",2024-08-25
"ENSMUSG00000048728","ENSMUSG00000048728.16","Zfp454","ENSG00000178187","ZNF454","ENSG00000178187.8",2024-08-25
"ENSMUSG00000028195","ENSMUSG00000028195.5","Ccn1","ENSG00000142871","CCN1","ENSG00000142871.18",2024-08-25
"ENSMUSG00000021494","ENSMUSG00000021494.10","Ddx41","ENSG00000183258","DDX41","ENSG00000183258.12",2024-08-25
"ENSMUSG00000027900","ENSMUSG00000027900.16","Dram2","ENSG00000156171","DRAM2","ENSG00000156171.15",2024-08-25
"ENSMUSG00000031523","ENSMUSG00000031523.17","Dlc1","ENSG00000164741","DLC1","ENSG00000164741.15",2024-08-25
"ENSMUSG00000049321","ENSMUSG00000049321.18","Zfp2","ENSG00000198939","ZFP2","ENSG00000198939.8",2024-08-25
"ENSMUSG00000034432","ENSMUSG00000034432.12","Cops8","ENSG00000198612","COPS8","ENSG00000198612.11",2024-08-25
"ENSMUSG00000027637","ENSMUSG00000027637.4","Rab5if","ENSG00000101084","RAB5IF","ENSG00000101084.19",2024-08-25
"ENSMUSG00000020180","ENSMUSG00000020180.11","Snrpd3","ENSG00000100028","SNRPD3","ENSG00000100028.12",2024-08-25
"ENSMUSG00000052632","ENSMUSG00000052632.17","Asap2","ENSG00000151693","ASAP2","ENSG00000151693.11",2024-08-25
"ENSMUSG00000046807","ENSMUSG00000046807.11","Lrrc75b","ENSG00000178026","LRRC75B","ENSG00000178026.13",2024-08-25
"ENSMUSG00000028553","ENSMUSG00000028553.13","Angptl3","ENSG00000132855","ANGPTL3","ENSG00000132855.5",2024-08-25
"ENSMUSG00000040549","ENSMUSG00000040549.17","Ckap5","ENSG00000175216","CKAP5","ENSG00000175216.15",2024-08-25
"ENSMUSG00000026011","ENSMUSG00000026011.14","Ctla4","ENSG00000163599","CTLA4","ENSG00000163599.18",2024-08-25
"ENSMUSG00000017314","ENSMUSG00000017314.13","Mpp2","ENSG00000108852","MPP2","ENSG00000108852.16",2024-08-25
"ENSMUSG00000029772","ENSMUSG00000029772.18","Ahcyl2","ENSG00000158467","AHCYL2","ENSG00000158467.17",2024-08-25
"ENSMUSG00000021495","ENSMUSG00000021495.11","Fam193b","ENSG00000146067","FAM193B","ENSG00000146067.17",2024-08-25
"ENSMUSG00000024970","ENSMUSG00000024970.6","Spindoc","ENSG00000168005","SPINDOC","ENSG00000168005.9",2024-08-25
"ENSMUSG00000028549","ENSMUSG00000028549.18","Itgb3bp","ENSG00000142856","ITGB3BP","ENSG00000142856.17",2024-08-25
"ENSMUSG00000051777","ENSMUSG00000051777.7","Iqcj","ENSG00000214216","IQCJ","ENSG00000214216.11",2024-08-25
"ENSMUSG00000045174","ENSMUSG00000045174.11","Amer3","ENSG00000178171","AMER3","ENSG00000178171.12",2024-08-25
